id,name,carrier_id,carrier_name,carrier_state,premium,deductible,coverage_type,network_type,benefits,exclusions,rating,last_updated
plan_FL_254,PacifiCare Life Assurance Company Silver Plan 2,70215,PacifiCare Life Assurance Company,FL,326.0,1478.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.386302
plan_FL_257,PacifiCare Life and Health Insurance Co Bronze Plan 3,63773,PacifiCare Life and Health Insurance Co,FL,302.0,1330.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.2,2025-10-23T20:00:28.387304
plan_FL_255,PacifiCare Life and Health Insurance Co Basic Plan 1,63773,PacifiCare Life and Health Insurance Co,FL,379.0,1580.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.8,2025-10-23T20:00:28.387304
plan_FL_256,PacifiCare Life and Health Insurance Co Gold Plan 2,63773,PacifiCare Life and Health Insurance Co,FL,688.0,652.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",3.9,2025-10-23T20:00:28.387304
plan_FL_241,Preferred Medical Plan Standard Plan 1,51398,Preferred Medical Plan,FL,473.0,1732.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.8,2025-10-23T20:00:28.383301
plan_FL_243,Preferred Medical Plan Gold Plan 3,51398,Preferred Medical Plan,FL,520.0,1338.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.1,2025-10-23T20:00:28.384304
plan_FL_244,Preferred Medical Plan Standard Plan 4,51398,Preferred Medical Plan,FL,522.0,1499.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",3.8,2025-10-23T20:00:28.384304
plan_FL_242,Preferred Medical Plan Gold Plan 2,51398,Preferred Medical Plan,FL,656.0,1340.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.8,2025-10-23T20:00:28.384304
plan_FL_303,Principal Life Insurance Company Standard Plan 4,71675,Principal Life Insurance Company,FL,442.0,946.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.5,2025-10-23T20:00:28.397311
plan_FL_300,Principal Life Insurance Company Premium Plan 1,71675,Principal Life Insurance Company,FL,577.0,924.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.6,2025-10-23T20:00:28.397311
plan_FL_302,Principal Life Insurance Company Gold Plan 3,71675,Principal Life Insurance Company,FL,600.0,627.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.397311
plan_FL_301,Principal Life Insurance Company Gold Plan 2,71675,Principal Life Insurance Company,FL,620.0,1031.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.6,2025-10-23T20:00:28.397311
plan_FL_262,Prudential Insurance Company of America Silver Plan 1,51440,Prudential Insurance Company of America,FL,307.0,1117.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",3.6,2025-10-23T20:00:28.389305
plan_FL_263,Prudential Insurance Company of America Silver Plan 2,51440,Prudential Insurance Company of America,FL,416.0,1329.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.1,2025-10-23T20:00:28.390308
plan_FL_298,State Farm Mutual Automobile Ins. Co. Silver Plan 1,12910,State Farm Mutual Automobile Ins. Co.,FL,472.0,2036.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",3.6,2025-10-23T20:00:28.396308
plan_FL_299,State Farm Mutual Automobile Ins. Co. Gold Plan 2,12910,State Farm Mutual Automobile Ins. Co.,FL,741.0,554.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",3.6,2025-10-23T20:00:28.396308
plan_FL_261,Thrivent Financial for Lutherans Basic Plan 4,80977,Thrivent Financial for Lutherans,FL,272.0,1901.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.7,2025-10-23T20:00:28.389305
plan_FL_258,Thrivent Financial for Lutherans Basic Plan 1,80977,Thrivent Financial for Lutherans,FL,297.0,2437.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.7,2025-10-23T20:00:28.388305
plan_FL_259,Thrivent Financial for Lutherans Standard Plan 2,80977,Thrivent Financial for Lutherans,FL,367.0,1478.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",3.6,2025-10-23T20:00:28.388305
plan_FL_260,Thrivent Financial for Lutherans Premium Plan 3,80977,Thrivent Financial for Lutherans,FL,644.0,844.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.3,2025-10-23T20:00:28.389305
plan_FL_270,Trustmark Insurance Company Silver Plan 3,29160,Trustmark Insurance Company,FL,350.0,1542.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.5,2025-10-23T20:00:28.391305
plan_FL_268,Trustmark Insurance Company Basic Plan 1,29160,Trustmark Insurance Company,FL,379.0,2850.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.7,2025-10-23T20:00:28.391305
plan_FL_269,Trustmark Insurance Company Gold Plan 2,29160,Trustmark Insurance Company,FL,659.0,552.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.7,2025-10-23T20:00:28.391305
plan_FL_265,Trustmark Life Insurance Company Bronze Plan 2,64807,Trustmark Life Insurance Company,FL,241.0,1400.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.6,2025-10-23T20:00:28.390308
plan_FL_264,Trustmark Life Insurance Company Silver Plan 1,64807,Trustmark Life Insurance Company,FL,318.0,2487.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.2,2025-10-23T20:00:28.390308
plan_FL_266,Trustmark Life Insurance Company Silver Plan 3,64807,Trustmark Life Insurance Company,FL,329.0,1361.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.3,2025-10-23T20:00:28.391305
plan_FL_267,Trustmark Life Insurance Company Gold Plan 4,64807,Trustmark Life Insurance Company,FL,771.0,597.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.6,2025-10-23T20:00:28.391305
plan_FL_248,UnitedHealthOne Basic Plan 2,99804,UnitedHealthOne,FL,264.0,2514.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.9,2025-10-23T20:00:28.385304
plan_FL_247,UnitedHealthOne Premium Plan 1,99804,UnitedHealthOne,FL,518.0,1022.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.5,2025-10-23T20:00:28.385304
plan_FL_277,UnitedHealthcare Basic Plan 1,68398,UnitedHealthcare,FL,248.0,2990.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.6,2025-10-23T20:00:28.393301
plan_FL_279,UnitedHealthcare Standard Plan 3,68398,UnitedHealthcare,FL,314.0,1277.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.7,2025-10-23T20:00:28.393301
plan_FL_271,UnitedHealthcare Bronze Plan 1,80779,UnitedHealthcare,FL,344.0,2976.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.4,2025-10-23T20:00:28.391305
plan_FL_285,UnitedHealthcare Standard Plan 2,43839,UnitedHealthcare,FL,527.0,848.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.394301
plan_FL_272,UnitedHealthcare Silver Plan 2,80779,UnitedHealthcare,FL,578.0,2312.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",3.6,2025-10-23T20:00:28.392301
plan_FL_278,UnitedHealthcare Gold Plan 2,68398,UnitedHealthcare,FL,632.0,522.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.4,2025-10-23T20:00:28.393301
plan_FL_284,UnitedHealthcare Gold Plan 1,43839,UnitedHealthcare,FL,698.0,1219.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.5,2025-10-23T20:00:28.394301
plan_FL_286,UnitedHealthcare Gold Plan 3,43839,UnitedHealthcare,FL,723.0,935.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.394301
plan_FL_276,UnitedHealthcare Ins Co of Illinois Bronze Plan 4,47815,UnitedHealthcare Ins Co of Illinois,FL,355.0,2174.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.9,2025-10-23T20:00:28.392301
plan_FL_275,UnitedHealthcare Ins Co of Illinois Standard Plan 3,47815,UnitedHealthcare Ins Co of Illinois,FL,440.0,1521.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",3.9,2025-10-23T20:00:28.392301
plan_FL_274,UnitedHealthcare Ins Co of Illinois Premium Plan 2,47815,UnitedHealthcare Ins Co of Illinois,FL,536.0,506.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.7,2025-10-23T20:00:28.392301
plan_FL_273,UnitedHealthcare Ins Co of Illinois Silver Plan 1,47815,UnitedHealthcare Ins Co of Illinois,FL,561.0,2413.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",3.7,2025-10-23T20:00:28.392301
plan_FL_282,UnitedHealthcare Ins Co of Ohio Bronze Plan 3,71495,UnitedHealthcare Ins Co of Ohio,FL,361.0,2459.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.8,2025-10-23T20:00:28.393301
plan_FL_280,UnitedHealthcare Ins Co of Ohio Bronze Plan 1,71495,UnitedHealthcare Ins Co of Ohio,FL,384.0,2434.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.8,2025-10-23T20:00:28.393301
plan_FL_283,UnitedHealthcare Ins Co of Ohio Silver Plan 4,71495,UnitedHealthcare Ins Co of Ohio,FL,404.0,2073.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.5,2025-10-23T20:00:28.394301
plan_FL_281,UnitedHealthcare Ins Co of Ohio Standard Plan 2,71495,UnitedHealthcare Ins Co of Ohio,FL,525.0,1294.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.393301
plan_FL_245,UnitedHealthcare Life Insurance Company Bronze Plan 1,17341,UnitedHealthcare Life Insurance Company,FL,296.0,2557.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.5,2025-10-23T20:00:28.384304
plan_FL_246,UnitedHealthcare Life Insurance Company Gold Plan 2,17341,UnitedHealthcare Life Insurance Company,FL,748.0,589.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.7,2025-10-23T20:00:28.384304
plan_IL_381,Aetna CVS Health Bronze Plan 1,99129,Aetna CVS Health,IL,284.0,2215.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.3,2025-10-23T20:00:28.411387
plan_IL_382,Aetna CVS Health Bronze Plan 2,99129,Aetna CVS Health,IL,308.0,2503.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.411387
plan_IL_384,Aetna CVS Health Bronze Plan 4,99129,Aetna CVS Health,IL,316.0,1586.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.3,2025-10-23T20:00:28.411387
plan_IL_383,Aetna CVS Health Silver Plan 3,99129,Aetna CVS Health,IL,527.0,2177.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",3.8,2025-10-23T20:00:28.411387
plan_IL_378,Assurant Health Basic Plan 1,67807,Assurant Health,IL,216.0,1524.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.410308
plan_IL_377,Assurant Health Basic Plan 2,57020,Assurant Health,IL,285.0,2360.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.2,2025-10-23T20:00:28.410308
plan_IL_376,Assurant Health Standard Plan 1,57020,Assurant Health,IL,352.0,2152.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",3.8,2025-10-23T20:00:28.410308
plan_IL_379,Assurant Health Premium Plan 2,67807,Assurant Health,IL,574.0,1148.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.2,2025-10-23T20:00:28.410308
plan_IL_380,Assurant Health Premium Plan 3,67807,Assurant Health,IL,619.0,1110.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.6,2025-10-23T20:00:28.411387
plan_IL_310,Assurant Health Gold Plan 1,90335,Assurant Health,IL,679.0,1277.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.1,2025-10-23T20:00:28.399307
plan_IL_311,Assurant Health Premium Plan 2,90335,Assurant Health,IL,736.0,896.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.7,2025-10-23T20:00:28.399307
plan_IL_312,Assurant Health Premium Plan 3,90335,Assurant Health,IL,789.0,1150.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.6,2025-10-23T20:00:28.399307
plan_IL_314,Coventry Basic Plan 2,96601,Coventry,IL,280.0,2925.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.5,2025-10-23T20:00:28.399307
plan_IL_315,Coventry Standard Plan 3,96601,Coventry,IL,463.0,1282.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.7,2025-10-23T20:00:28.400311
plan_IL_313,Coventry Standard Plan 1,96601,Coventry,IL,533.0,2382.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.3,2025-10-23T20:00:28.399307
plan_IL_316,Coventry Premium Plan 4,96601,Coventry,IL,687.0,997.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.2,2025-10-23T20:00:28.400311
plan_IL_364,Guarantee Trust Life Insurance Company Silver Plan 3,69891,Guarantee Trust Life Insurance Company,IL,310.0,2308.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.2,2025-10-23T20:00:28.407308
plan_IL_362,Guarantee Trust Life Insurance Company Silver Plan 1,69891,Guarantee Trust Life Insurance Company,IL,429.0,1045.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",3.7,2025-10-23T20:00:28.407308
plan_IL_363,Guarantee Trust Life Insurance Company Premium Plan 2,69891,Guarantee Trust Life Insurance Company,IL,568.0,1141.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.1,2025-10-23T20:00:28.407308
plan_IL_343,Harken Health Bronze Plan 3,78463,Harken Health,IL,253.0,2579.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.8,2025-10-23T20:00:28.404305
plan_IL_342,Harken Health Premium Plan 2,78463,Harken Health,IL,612.0,764.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.1,2025-10-23T20:00:28.404305
plan_IL_341,Harken Health Gold Plan 1,78463,Harken Health,IL,800.0,1216.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.2,2025-10-23T20:00:28.404305
plan_IL_365,Illinois Mutual Life Insurance Company Silver Plan 1,63283,Illinois Mutual Life Insurance Company,IL,526.0,1124.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.2,2025-10-23T20:00:28.408308
plan_IL_366,Illinois Mutual Life Insurance Company Premium Plan 2,63283,Illinois Mutual Life Insurance Company,IL,734.0,1238.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.1,2025-10-23T20:00:28.408308
plan_IL_318,Knights of Columbus Standard Plan 2,20617,Knights of Columbus,IL,589.0,1570.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.1,2025-10-23T20:00:28.400311
plan_IL_317,Knights of Columbus Premium Plan 1,20617,Knights of Columbus,IL,640.0,738.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.7,2025-10-23T20:00:28.400311
plan_IL_325,PacifiCare Life Assurance Company Bronze Plan 1,80837,PacifiCare Life Assurance Company,IL,241.0,1926.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.6,2025-10-23T20:00:28.402307
plan_IL_327,PacifiCare Life Assurance Company Basic Plan 3,80837,PacifiCare Life Assurance Company,IL,319.0,1638.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.5,2025-10-23T20:00:28.402307
plan_IL_326,PacifiCare Life Assurance Company Bronze Plan 2,80837,PacifiCare Life Assurance Company,IL,350.0,2540.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.5,2025-10-23T20:00:28.402307
plan_IL_328,PacifiCare Life and Health Insurance Co Silver Plan 1,73040,PacifiCare Life and Health Insurance Co,IL,549.0,975.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",3.6,2025-10-23T20:00:28.402307
plan_IL_330,PacifiCare Life and Health Insurance Co Silver Plan 3,73040,PacifiCare Life and Health Insurance Co,IL,564.0,1857.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.3,2025-10-23T20:00:28.402307
plan_IL_329,PacifiCare Life and Health Insurance Co Gold Plan 2,73040,PacifiCare Life and Health Insurance Co,IL,574.0,1199.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.402307
plan_IL_375,Principal Life Insurance Company Basic Plan 2,40653,Principal Life Insurance Company,IL,278.0,2335.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.9,2025-10-23T20:00:28.410308
plan_IL_374,Principal Life Insurance Company Standard Plan 1,40653,Principal Life Insurance Company,IL,416.0,1671.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.5,2025-10-23T20:00:28.409309
plan_IL_361,Prudential Insurance Company of America Bronze Plan 4,58374,Prudential Insurance Company of America,IL,264.0,2519.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.3,2025-10-23T20:00:28.407308
plan_IL_359,Prudential Insurance Company of America Basic Plan 2,58374,Prudential Insurance Company of America,IL,371.0,1477.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.4,2025-10-23T20:00:28.407308
plan_IL_358,Prudential Insurance Company of America Silver Plan 1,58374,Prudential Insurance Company of America,IL,484.0,1973.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.5,2025-10-23T20:00:28.407308
plan_IL_360,Prudential Insurance Company of America Standard Plan 3,58374,Prudential Insurance Company of America,IL,503.0,2335.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.7,2025-10-23T20:00:28.407308
plan_IL_373,State Farm Mutual Automobile Ins. Co. Basic Plan 3,85094,State Farm Mutual Automobile Ins. Co.,IL,294.0,1341.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.4,2025-10-23T20:00:28.409309
plan_IL_371,State Farm Mutual Automobile Ins. Co. Premium Plan 1,85094,State Farm Mutual Automobile Ins. Co.,IL,564.0,1350.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",3.6,2025-10-23T20:00:28.409309
plan_IL_372,State Farm Mutual Automobile Ins. Co. Gold Plan 2,85094,State Farm Mutual Automobile Ins. Co.,IL,671.0,1291.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",3.8,2025-10-23T20:00:28.409309
plan_IL_367,The EPIC Life Insurance Company Basic Plan 1,15703,The EPIC Life Insurance Company,IL,354.0,2127.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.5,2025-10-23T20:00:28.408308
plan_IL_368,The EPIC Life Insurance Company Silver Plan 2,15703,The EPIC Life Insurance Company,IL,362.0,1130.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",3.9,2025-10-23T20:00:28.408308
plan_IL_370,The EPIC Life Insurance Company Silver Plan 4,15703,The EPIC Life Insurance Company,IL,516.0,883.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.5,2025-10-23T20:00:28.408308
plan_IL_369,The EPIC Life Insurance Company Premium Plan 3,15703,The EPIC Life Insurance Company,IL,638.0,634.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.2,2025-10-23T20:00:28.408308
plan_IL_332,Thrivent Financial for Lutherans Bronze Plan 2,89622,Thrivent Financial for Lutherans,IL,384.0,1666.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.5,2025-10-23T20:00:28.403305
plan_IL_331,Thrivent Financial for Lutherans Silver Plan 1,89622,Thrivent Financial for Lutherans,IL,484.0,1566.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.7,2025-10-23T20:00:28.403305
plan_IL_333,Thrivent Financial for Lutherans Silver Plan 3,89622,Thrivent Financial for Lutherans,IL,560.0,1271.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.1,2025-10-23T20:00:28.403305
plan_IL_334,Thrivent Financial for Lutherans Standard Plan 4,89622,Thrivent Financial for Lutherans,IL,567.0,1680.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.8,2025-10-23T20:00:28.403305
plan_IL_339,Trustmark Insurance Company Basic Plan 2,47383,Trustmark Insurance Company,IL,283.0,2681.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.4,2025-10-23T20:00:28.404305
plan_IL_338,Trustmark Insurance Company Bronze Plan 1,47383,Trustmark Insurance Company,IL,343.0,2748.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.2,2025-10-23T20:00:28.404305
plan_IL_340,Trustmark Insurance Company Premium Plan 3,47383,Trustmark Insurance Company,IL,532.0,1332.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.4,2025-10-23T20:00:28.404305
plan_IL_336,Trustmark Life Insurance Company Standard Plan 2,19253,Trustmark Life Insurance Company,IL,548.0,1188.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",3.6,2025-10-23T20:00:28.403305
